PGM_SYS_ID,ENF_TYPE_DESC,PENALTY_AMOUNT,SETTLEMENT_ENTERED_DATE
LA0000002201900145,CAA 113D1 Action For Penalty,209440,04/22/1999
LA0000002205700141,CAA 113D1 Action For Penalty,350,07/14/2006
LA0000002207500080,CAA 113D1 Action For Penalty,18311,07/30/2012
LA0000002207500288,CAA 113D1 Action For Penalty,18311,07/30/2012
MO0000002920700016,Civil Judicial Action,8700,08/21/2001
MO00000029059C0001,CAA 113D1 Action For Penalty,100,02/08/2001
MO00000029095C0174,CAA 113D1 Action For Penalty,1000,01/17/2001
0900000006101R9001,CAA 113D1 Action For Penalty,12900,09/30/2009
CASJV00006039C0801,Civil Judicial Action,76766,05/07/2010
0900000004013R9444,Civil Judicial Action,105610,10/06/2010
AL0000000105300001,Administrative Order,25000,03/06/2002
AL0000000105300005,Administrative Order,80000,01/11/2013
IN0000001808900382,CAA 113D1 Action For Penalty,70000,09/29/2005
TX0000004835500002,Civil Judicial Action,300000,06/05/2000
LA0000002200700039,CAA 113D1 Action For Penalty,500,03/16/2006
LA0000002201900220,CAA 113D1 Action For Penalty,500,03/22/2006
TX0000004816700001,CAA 113D1 Action For Penalty,37500,03/25/2013
MO0000002901900008,CAA 113D1 Action For Penalty,15278,03/31/1994
NE00000031055C0076,CAA 113D1 Action For Penalty,41700,01/10/2002
NELLC00031109C0033,CAA 113D1 Action For Penalty,2000,03/07/2002
AK0000000212200009,Administrative Order,12000,03/09/2001
AK0000000212200057,Administrative Order,300,04/28/1999
MI00000000000N6838,CAA 113D1 Action For Penalty,69300,02/11/2005
IN0000001811300071,CAA 113D1 Action For Penalty,100000,03/11/2005
IL000031039AAA,CAA 113D1 Action For Penalty,60000,07/28/2006
IL000033808AAB,Civil Judicial Action,75000,08/30/2012
MN0000002703700066,Civil Judicial Action,400000,06/07/2012
IN0000001808900379,CAA 113D1 Action For Penalty,10000,06/27/2012
OH0000001318171623,CAA 113D1 Action For Penalty,102647,09/28/2012
LA0000002208900008,CAA 113D1 Action For Penalty,6875,07/19/2000
NMCOA0003500100030,Civil Judicial Action,472800,09/19/2001
LA0000002208900093,CAA 113D1 Action For Penalty,500,04/18/2006
LA0000002203700040,CAA 113D1 Action For Penalty,700,11/07/2005
TX0000004824500037,Civil Judicial Action,2900000,07/12/2007
LA0000002205100005,CAA 113D1 Action For Penalty,22000,04/05/2007
TX0000004841500002,CAA 113D1 Action For Penalty,35000,08/22/2013
MO0000002907100022,CAA 113D1 Action For Penalty,3500,04/06/1994
MO0000002907700040,CAA 113D1 Action For Penalty,20278,04/01/1994
NE0000003105300018,Civil Judicial Action,88462,04/09/2003
AL0000000101500079,Administrative Order,65000,05/20/2010
OH0000000448010246,CAA 113D1 Action For Penalty,168950,03/15/1999
OH0000001318120180,CAA 113D1 Action For Penalty,44000,03/02/1999
MN0000002716300003,Civil Judicial Action,1351056,01/22/1999
IN0000001801500021,CAA 113D1 Action For Penalty,23000,12/08/1998
IN0000001802900007,CAA 113D1 Action For Penalty,96901,01/26/2006
0500000039035R0027,Civil Judicial Action,15000,05/30/2012
OH0000001318007694,Civil Judicial Action,199000,10/31/2011
IL000031600AGL,Civil Judicial Action,17500,03/28/2013
LA0000002201900003,CAA 113D1 Action For Penalty,15000,06/20/2001
LA0000002206100004,Civil Judicial Action,423107,11/02/2000
LA0000002208900002,Civil Judicial Action,1900000,03/21/2001
LA0000002212700010,Civil Judicial Action,423107,11/02/2000
LA0000002207300052,CAA 113D1 Action For Penalty,500,11/27/2006
LA0000002207500003,CAA 113D1 Action For Penalty,1000,05/16/2007
LA0000002210100051,CAA 113D1 Action For Penalty,500,11/27/2006
MO0000002909700004,CAA 113D1 Action For Penalty,7500,04/01/1994
MO0000002913900008,CAA 113D1 Action For Penalty,15206,06/29/1994
MO0000002917500045,CAA 113D1 Action For Penalty,12778,04/11/1994
IA0000001911100050,Civil Judicial Action,88462,04/09/2003
AK0000000217000005,Administrative Order,35280,01/12/2005
AK0000000218500007,Administrative Order,4823,09/07/2007
AL0000000101700013,Administrative Order,25000,02/25/2005
AL0000000102100006,Administrative Order,5000,09/04/2001
AL0000000102100009,Administrative Order,2500,06/18/2003
IL000031600ELR,Civil Judicial Action,50000,05/24/1999
IL000099030AAZ,CAA 113D1 Action For Penalty,41250,06/08/1999
IL000031440AJW,CAA 113D1 Action For Penalty,44000,06/22/1999
OH0000000247040822,CAA 113D1 Action For Penalty,17812,05/24/1999
IN0000001815700038,Civil Judicial Action,153845,02/27/2006
WI0000005500900006,Civil Judicial Action,600000,03/07/2013
06000000481136E160,CAA 113D1 Action For Penalty,12000,09/27/2001
06000000484396E057,CAA 113D1 Action For Penalty,7182,01/30/2001
TX0000004820100006,Civil Judicial Action,249000,02/01/2002
LA0000002207500251,CAA 113D1 Action For Penalty,700,10/30/2006
LA0000002208900079,CAA 113D1 Action For Penalty,1000000,05/03/2007
LA0000002210100232,CAA 113D1 Action For Penalty,750,09/25/2007
TX0000004813900009,CAA 113D1 Action For Penalty,22330,06/11/2008
MO0000002918900293,CAA 113D1 Action For Penalty,79447,04/11/1994
IAPLK0001915300530,Civil Judicial Action,700000,09/07/1994
MO0000002910909038,CAA 113D1 Action For Penalty,5000,04/01/1994
IA00000019057C0003,Civil Judicial Action,60000,09/20/2004
CASDS0000607391419,CAA 113D1 Action For Penalty,30000,12/22/1994
0900000006073R9119,CAA 113D1 Action For Penalty,32000,04/18/1995
CASDS0000607300029,Civil Judicial Action,1857395,09/05/1996
CASCA0000603700510,Civil Judicial Action,80000,03/28/1996
AK0000000218500013,Administrative Order,12000,02/27/2009
AK0000000218500054,Administrative Order,10000,01/21/2003
AK0000000218500071,Administrative Order,8000,04/11/2001
AK0000000218500089,Administrative Order,25000,01/07/1998
AL000000010210S005,Administrative Order,20000,10/23/2006
AL0000000102300001,Administrative Order,10000,08/26/2005
IN0000001800100005,Civil Judicial Action,210583,01/16/2007
MI00000000000B4354,CAA 113D1 Action For Penalty,45000,09/30/2013
IL000119020AAG,CAA 113D1 Action For Penalty,110000,09/26/2014
LA0000002200300008,Civil Judicial Action,683333,05/13/2002
LA0000002200300008,Civil Judicial Action,683333,05/18/2002
LA0000002208500001,Civil Judicial Action,483333,05/13/2002
OK000000401516R001,CAA 113D1 Action For Penalty,330,08/29/2002
LA0000002202300023,CAA 113D1 Action For Penalty,500,10/19/2007
LA0000002202300050,CAA 113D1 Action For Penalty,15539,10/23/2007
LA0000002203700009,CAA 113D1 Action For Penalty,350,06/03/2008
LA0000002207100038,CAA 113D1 Action For Penalty,1077,07/03/2008
LA0000002207700033,CAA 113D1 Action For Penalty,2100,10/23/2007
06000000481676E031,CAA 113D1 Action For Penalty,37500,05/09/2013
OK0000004009700008,CAA 113D1 Action For Penalty,37500,08/18/2014
MO0000002918901191,CAA 113D1 Action For Penalty,16113,05/03/1994
NE00000031055C0001,CAA 113D1 Action For Penalty,3860,11/18/1993
KS00000020111C0002,CAA 113D1 Action For Penalty,625,05/19/1994
0900000015003R9502,CAA 113D1 Action For Penalty,7500,09/30/1998
OH0000001576010639,CAA 113D1 Action For Penalty,30750,09/28/2000
IL000197085AAS,CAA 113D1 Action For Penalty,100000,12/02/1999
IL000197814AAD,CAA 113D1 Action For Penalty,40000,04/07/2014
MI00000000000B1966,CAA 113D1 Action For Penalty,25000,08/19/2014
WI0000005507900035,CAA 113D1 Action For Penalty,40000,02/12/2014
WI0000005507900265,CAA 113D1 Action For Penalty,30000,03/05/2014
WI0000005507900265,CAA 113D1 Action For Penalty,30000,03/05/2014
TX0000004830300007,Civil Judicial Action,88462,04/09/2003
LA0000002205900001,CAA 113D1 Action For Penalty,150000,01/29/2003
06000000481136E321,CAA 113D1 Action For Penalty,4000,06/26/2003
06000000481136E326,CAA 113D1 Action For Penalty,6000,07/10/2003
LA0000002201500051,CAA 113D1 Action For Penalty,1000,05/20/2009
LA0000002204700007,CAA 113D1 Action For Penalty,2937,11/10/2008
LA0000002209300002,CAA 113D1 Action For Penalty,27195,10/20/2008
TX0000004820100037,CAA 113D1 Action For Penalty,31500,05/20/2014
TX0000004820100277,CAA 113D1 Action For Penalty,49500,02/12/2014
MO00000029095C0012,CAA 113D1 Action For Penalty,700,07/14/1994
MO0000002909900108,CAA 113D1 Action For Penalty,11557,04/01/1994
MO00000029189C0125,CAA 113D1 Action For Penalty,6500,01/18/2005
KS0000002011100036,Civil Judicial Action,300000,06/12/2006
IA00000019017C0003,CAA 113D1 Action For Penalty,1325,11/02/2005
IA00000019169C0019,CAA 113D1 Action For Penalty,100,06/05/2006
CASCA0000603700079,Civil Judicial Action,500000,09/28/2000
OH0000001576000301,Civil Judicial Action,528571,08/28/2001
OH0000000243030257,CAA 113D1 Action For Penalty,78000,02/15/2001
WI0000005513300051,CAA 113D1 Action For Penalty,95400,03/28/2001
IL000031440AHX,Civil Judicial Action,74000,12/08/2000
IL000031300AAJ,Civil Judicial Action,4700,05/13/2008
OH0000000302020012,Civil Judicial Action,550000,11/20/2007
OH0000001431350817,Civil Judicial Action,618750,01/24/2008
IN0000001801900008,Civil Judicial Action,750000,01/29/2008
LA0000002200500029,CAA 113D1 Action For Penalty,5673,08/31/2004
LA0000002201900011,CAA 113D1 Action For Penalty,50000,12/09/2003
LA0000002202300051,CAA 113D1 Action For Penalty,30000,04/29/2004
LA0000002208900033,CAA 113D1 Action For Penalty,40000,05/07/2004
LA0000002208900033,CAA 113D1 Action For Penalty,40000,04/30/2004
LA0000002210900047,CAA 113D1 Action For Penalty,1500,12/02/2003
LA0000002204500081,CAA 113D1 Action For Penalty,250,10/07/2008
LA0000002207500303,CAA 113D1 Action For Penalty,7500,09/04/2009
LA0000002200500304,CAA 113D1 Action For Penalty,500,06/25/2009
KS0000002006700007,Civil Judicial Action,130000,06/01/2018
0900000004013R9630,CAA 113D1 Action For Penalty,6000,07/17/2000
CASJV00006077N2697,CAA 113D1 Action For Penalty,35028,03/28/2000
HI0000001500300503,Civil Judicial Action,1,02/15/2001
WA00000053075T0002,Civil Judicial Action,2250,03/11/2011
AK0000000228000001,Administrative Order,4100,10/12/1998
IN0000001809300002,CAA 113D1 Action For Penalty,74700,06/12/2008
IN0000001816900010,CAA 113D1 Action For Penalty,10000,03/31/2008
IL000197800AAX,Civil Judicial Action,800000,10/06/2008
IL00000017163U0010,CAA 113D1 Action For Penalty,14871,04/28/2014
LA0000002205300077,CAA 113D1 Action For Penalty,17500,05/17/2004
LA0000002203300128,CAA 113D1 Action For Penalty,500,05/03/2010
KS00000020091C0002,CAA 113D1 Action For Penalty,4219,04/22/1996
0900000004013R90A4,Civil Judicial Action,25000,01/10/2001
0900000004013R9685,CAA 113D1 Action For Penalty,27952,12/20/2000
0900000004001R9745,CAA 113D1 Action For Penalty,3850,11/16/2000
0900000004013R9776,CAA 113D1 Action For Penalty,18480,09/28/2001
AK0000000277700064,Administrative Order,1000,05/28/2002
AK0000000277700094,Administrative Order,100,04/24/1998
WI0000005503100010,Civil Judicial Action,4750000,03/19/2002
WI0000005500590005,CAA 113D1 Action For Penalty,17500,12/31/2008
WI0000005505900015,CAA 113D1 Action For Penalty,5000,04/28/2009
WI0000005511500019,CAA 113D1 Action For Penalty,5000,03/26/2009
NM0000003503100008,CAA 113D1 Action For Penalty,50000,07/14/2005
LA0000002200500023,CAA 113D1 Action For Penalty,3560,06/24/2005
LA0000002201900087,CAA 113D1 Action For Penalty,500,12/09/2004
LA0000002204700052,CAA 113D1 Action For Penalty,2000,12/09/2004
LA0000002212100017,CAA 113D1 Action For Penalty,500,02/09/2010
LA0000002207700043,CAA 113D1 Action For Penalty,10000,10/12/2009
080000003005780002,CAA 113D1 Action For Penalty,12381,07/20/1993
NVCCH00032003A0007,Civil Judicial Action,300000,08/09/2007
0900000015003R9821,CAA 113D1 Action For Penalty,26400,06/06/2002
0900000006037R9835,CAA 113D1 Action For Penalty,101200,09/30/2002
0900000006083R9861,CAA 113D1 Action For Penalty,7700,09/30/2002
AK0000000277700098,Administrative Order,3728,04/21/2009
AK0000000277790061,Administrative Order,5000,05/15/2003
AK0000000277790061,Administrative Order,500,05/15/2003
AK0000000277790062,Administrative Order,1375,03/19/2002
AL0000000103300032,Administrative Order,10000,07/25/1994
IN0000001814500001,Civil Judicial Action,70000,04/11/2002
MI00000000000N0058,Civil Judicial Action,42600,04/05/2002
OH0000000247040393,CAA 113D1 Action For Penalty,20000,05/20/2002
LA0000002207100038,CAA 113D1 Action For Penalty,250,08/08/2005
LA0000002210500031,CAA 113D1 Action For Penalty,1500,11/01/2004
LA0000002203300230,CAA 113D1 Action For Penalty,500,02/09/2010
080000003000380001,CAA 113D1 Action For Penalty,27757,12/29/1994
080000003005700901,CAA 113D1 Action For Penalty,19840,07/11/1996
0900000006095R9637,Civil Judicial Action,200000,12/20/2002
0900000006037R9856,CAA 113D1 Action For Penalty,40766,09/30/2003
0900000004013R9876,CAA 113D1 Action For Penalty,62500,09/29/2003
0900000004013R9882,CAA 113D1 Action For Penalty,27500,09/30/2003
AL0000000100300022,Administrative Order,10000,02/22/2005
MN0000002712300019,Civil Judicial Action,9422,09/03/2003
IL000031806AAY,Civil Judicial Action,170000,12/13/2002
IL000031600BSU,Civil Judicial Action,455000,07/17/2003
LA0000002210100029,Civil Judicial Action,35000,07/08/1991
LA0000002212100062,CAA 113D1 Action For Penalty,4300,04/04/2005
LA0000002204500085,CAA 113D1 Action For Penalty,5000,02/11/2005
NVCCH00032003A0482,Civil Judicial Action,142000,11/10/2003
AZPMC00004019P6067,Civil Judicial Action,1400000,08/12/2004
0900000006019R9996,Civil Judicial Action,659900,12/05/2003
MN0000002704500049,Civil Judicial Action,16414,03/07/2003
OH0000000125040915,CAA 113D1 Action For Penalty,3000,03/10/2010
LA0000002201900027,CAA 113D1 Action For Penalty,30000,03/18/1994
OK0000004004900003,CAA 113D1 Action For Penalty,150000,06/27/1995
TX0000004820100477,CAA 113D1 Action For Penalty,47640,06/30/1995
LA0000002201300330,CAA 113D1 Action For Penalty,75000,09/27/2005
LA0000002208900002,CAA 113D1 Action For Penalty,215662,06/28/2011
LA0000002212100044,CAA 113D1 Action For Penalty,6932,10/12/2010
LA0000002205900055,CAA 113D1 Action For Penalty,500,10/27/2010
SU00000008067U0040,CAA 113D1 Action For Penalty,140000,10/02/2001
AZ00000004007Z0615,CAA 113D1 Action For Penalty,200000,09/28/2005
AL0000000104300044,Administrative Order,35000,10/16/2003
WI0000005506300011,Civil Judicial Action,500000,10/20/2003
IL000097125AAA,CAA 113D1 Action For Penalty,17093,08/16/2004
IN0000001815700006,CAA 113D1 Action For Penalty,12000,12/23/2009
WI0000005504503808,CAA 113D1 Action For Penalty,51065,06/07/2010
TX0000004824500009,Civil Judicial Action,250000,11/22/1995
LA0000002208700005,CAA 113D1 Action For Penalty,163845,09/30/1996
LA0000002208900007,Civil Judicial Action,112837,07/31/1996
06000000481136E342,CAA 113D1 Action For Penalty,137500,03/31/2005
LA0000002200100171,CAA 113D1 Action For Penalty,250,03/28/2005
LA0000002203900058,CAA 113D1 Action For Penalty,90000,05/05/2011
LA0000002202300230,CAA 113D1 Action For Penalty,900,05/23/2011
KS00000020173C0042,CAA 113D1 Action For Penalty,23716,01/20/1999
MO00000029037C0009,CAA 113D1 Action For Penalty,11123,01/21/1999
WY0000005602500006,CAA 113D1 Action For Penalty,1000,01/22/2004
0900000006001R9992,CAA 113D1 Action For Penalty,5416,08/17/2006
0900000006001R9490,CAA 113D1 Action For Penalty,1500,09/18/2006
0900000006099R9010,Civil Judicial Action,15625,07/19/2006
NV00000032003N0897,Civil Judicial Action,342920,06/14/2007
CASCA0000603700076,CAA 113D1 Action For Penalty,30000,01/11/2007
AL0000000100700012,Administrative Order,4500,10/17/2000
AL0000000104700001,Administrative Order,10000,05/17/2007
AL0000000104700001,Administrative Order,35000,12/29/2010
IN0000001812700001,Civil Judicial Action,165000,10/21/2003
MI00000000000N3417,CAA 113D1 Action For Penalty,53400,09/28/2004
IN0000001800300286,CAA 113D1 Action For Penalty,65000,08/13/2004
0500000039035R0000,Civil Judicial Action,10000,08/17/2010
MI00000000000B6113,CAA 113D1 Action For Penalty,26750,09/27/2011
OH0000001318202137,CAA 113D1 Action For Penalty,80000,09/30/2011
OH0000000829700165,Civil Judicial Action,932400,04/04/2011
TX0000004824500004,CAA 113D1 Action For Penalty,19500,06/30/1997
TX0000004824500006,CAA 113D1 Action For Penalty,20000,06/30/1997
TX0000004820100406,Civil Judicial Action,10038,07/26/2006
LA0000002201900006,CAA 113D1 Action For Penalty,350,07/26/2006
LA0000002203300033,CAA 113D1 Action For Penalty,60000,03/06/2006
LA0000002205700060,CAA 113D1 Action For Penalty,16000,04/18/2006
LA0000002207300051,CAA 113D1 Action For Penalty,500,01/19/2006
LA0000002208900006,CAA 113D1 Action For Penalty,500,05/11/2006
LA0000002202300272,CAA 113D1 Action For Penalty,3255,01/19/2011
LA0000002211300323,CAA 113D1 Action For Penalty,4300,03/10/2011
080000000800501464,CAA 113D1 Action For Penalty,33576,04/04/2005
0900000004021R9001,CAA 113D1 Action For Penalty,9030,04/17/2007
CABTT0000600700079,CAA 113D1 Action For Penalty,30000,09/24/2008
HI0000001500100106,CAA 113D1 Action For Penalty,33500,09/29/2008
AK0000000202000059,Administrative Order,200,06/29/1999
AL0000000104700003,Administrative Order,40000,11/15/2002
IL000031600GLQ,CAA 113D1 Action For Penalty,5000,10/21/2003
IL000157851AAA,Civil Judicial Action,9000000,05/27/2005
IL000097025AAR,CAA 113D1 Action For Penalty,46596,09/27/2011
LA0000002203300002,CAA 113D1 Action For Penalty,37647,06/30/1998
LA0000002203300023,CAA 113D1 Action For Penalty,19250,09/24/1998
LA0000002204700008,CAA 113D1 Action For Penalty,77200,06/30/1998
AR0000000505700125,CAA 113D1 Action For Penalty,29500,09/24/1998
LA0000002210900063,CAA 113D1 Action For Penalty,500,09/05/2006
LA0000002206300029,CAA 113D1 Action For Penalty,3000,09/18/2006
LA0000002277700089,CAA 113D1 Action For Penalty,250,11/29/2005
LA0000002210900160,CAA 113D1 Action For Penalty,200,06/13/2006
LA0000002205700018,CAA 113D1 Action For Penalty,2592,07/31/2012
LA0000002210100001,CAA 113D1 Action For Penalty,1250,08/16/2012
CO0000000800101593,CAA 113D1 Action For Penalty,10000,06/01/2006
CAMBU0000605300036,Administrative Order,1088,10/18/2006
CAMBU0000605300510,Administrative Order,1128,03/10/2008
CASAC0000606700487,Administrative Order,2400,02/28/1996
CASAC0000606700487,Administrative Order,19320,08/10/1998
CASAC0000606700487,Administrative Order,660,07/18/2006
CASAC0000606700624,Administrative Order,720,05/10/2000
CASCA0000603700154,Administrative Order,13000,04/09/2008
CASCA0000603700161,Administrative Order,1000,03/28/2008
CASCA00006037C3053,Administrative Order,1000,03/28/2008
CASCA00006037C3053,Administrative Order,250,10/15/2009
ALJEF0000107300356,Administrative Order,25200,06/21/2001
AR0000000504500004,Administrative Order,5000,01/07/2003
AR0000000513900012,Administrative Order,2610,03/08/2011
AR0000000513900014,Administrative Order,65000,11/01/1994
AR0000000513900032,Administrative Order,2000,12/12/2005
CABAA00006013A0010,Administrative Order,4383,01/08/1997
CABAA00006013A0016,Administrative Order,15000,10/30/2006
CABAA00006013B2758,Administrative Order,100,06/06/1995
CABAA00006013B2758,Administrative Order,1400,10/17/1995
CABAA00006013B2758,Administrative Order,436,12/02/1996
CABAA00006013B2758,Administrative Order,3041,12/19/1996
CABAA00006013B2758,Administrative Order,1000,04/22/1997
CABAA00006095B2626,Administrative Order,5199,04/12/1995
CAMBU0000606900503,Administrative Order,360,11/17/1998
CAMBU0000608700001,Administrative Order,3174,09/03/2004
CASAC0000606701583,Administrative Order,420,05/25/2005
