PGM_SYS_ID,PROGRAM_CODE,PROGRAM_DESC,prg_status,AIR_OPERATING_STATUS_DESC,BEGIN_DATE,prg_updated,fac_class,fac_status,STATE,FACILITY_NAME,SIC_CODES,NAICS_CODES,updated,update_year,naics_first
GA0000001312100558,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/08/2018,12/22/2022,SMI,OPR,GA,GEIGER INTERNATIONAL,2521,337211,2022-12-22,2022,337
MO0000002918700048,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/26/2024,12/19/2024,MIN,OPR,MO,RESRG AUTOMOTIVE (FORMERLY SRG GLOBAL COATINGS),3471,332813,2024-12-19,2024,332
PA000469692,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/25/2026,02/25/2026,SMI,OPR,PA,NORFOLK SOUTHERN RAILWAY CO/JUNIATA LOCOMOTIVE SHOPS,4011,482111,2026-02-25,2026,482
PA000491883,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/19/2014,02/27/2026,MIN,OPR,PA,PRYSMIAN CABLES & SYS USA LLC/WILLIAMSPORT PLT,3357,331318,2026-02-27,2026,331
PA000250118,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/25/2026,02/25/2026,SMI,OPR,PA,ADVANCED CAST PRODUCTS/MEADVILLE,3321,331511,2026-02-25,2026,331
GA0000001305100037,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,03/05/2010,09/04/2020,SMI,OPR,GA,SUSONITY LLC,2816,325131,2020-09-04,2020,325
OK0000004010901417,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/04/2021,05/05/2021,MIN,OPR,OK,MAGIC SVCS / 1111 SE 25TH MAGIC SERVICES,7216,812320,2021-05-05,2021,812
PA000269687,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/25/2026,02/25/2026,SMI,OPR,PA,LORD CORP/CAMBRIDGE SPRINGS,3069,326299,2026-02-25,2026,326
PA000522473,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/25/2026,02/25/2026,SMI,OPR,PA,PIN OAK MIDSTREAM LLC/HURTT COMP STA,1389,211111 211130,2026-02-25,2026,211
IL000031600GOZ,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/31/2020,01/31/2020,SMI,OPR,IL,CLEANERS DEPOT,7216,812320,2020-01-31,2020,812
PA000494369,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/25/2026,02/25/2026,SMI,OPR,PA,PINE GROVE LDFL INC/PINE GROVE LDFL,4953,562212,2026-02-25,2026,562
SC00006600030,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/01/2001,10/15/2022,MIN,OPR,SC,SCHAEFFLER GROUP USA INC,NA,332991,2022-10-15,2022,332
OK0000004005100013,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/17/2019,06/17/2019,MIN,OPR,OK,MAT HOLDINGS INC / CHICKASHA,3714,336330,2019-06-17,2019,336
PR0000007202100242,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/09/2018,02/09/2018,MIN,OPR,PR,GSG CLEANERS,7216,812320,2018-02-09,2018,812
MO0000002917500012,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/19/2014,06/01/2018,MIN,OPR,MO,THE OAK COOPERAGE LLC,2429,321113,2018-06-01,2018,321
NC0000003705100176,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/11/2019,01/11/2019,SMI,OPR,NC,"MAYCRAFT BOATS, LLC",3732,336612,2019-01-11,2019,336
NY0000002620201646,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/03/2019,12/03/2019,SMI,OPR,NY,AT&T COMMUNICATIONS OF NEW YORK INC.,4813,517110 517311,2019-12-03,2019,517
NC0000003701600133,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/24/2019,10/24/2019,MIN,OPR,NC,S. T. WOOTEN CORPORATION - NEWPORT - PLANT 12,3273,327320,2019-10-24,2019,327
ND0000003801700118,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/29/2023,02/20/2025,SMI,OPR,ND,"MINNKOTA POWER COOPERATIVE, INC. - REED PLANT",4911,237130,2025-02-20,2025,237
ND0000003801700119,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/29/2023,02/20/2025,SMI,OPR,ND,"INACTIVE - MINNKOTA POWER COOPERATIVE, INC. - OXBOW PLANT",4911,237130,2025-02-20,2025,237
NC0000003709800188,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/11/2019,01/11/2019,SMI,OPR,NC,"BRUNSON MARINE GROUP, LLC",3732,336612,2019-01-11,2019,336
ID0000001608300062,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/02/2018,04/05/2018,SMI,OPR,ID,LAMB WESTON - TWIN FALLS,2038,311411,2018-04-05,2018,311
NC0000003707800208,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,PIEDMONT NATURAL GAS - PEMBROKE COMPRESSOR STATION,4924,221210,2018-11-13,2018,221
OK0000004012900026,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/01/2021,09/22/2021,MIN,OPR,OK,ET GATHERING PROCESSING LLC / SANDSTONE CREEK COMPRESSOR STATION,4922,486210,2021-09-22,2021,486
OK0000004007100034,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/11/2025,03/25/2025,SMI,OPR,OK,PHILLIPS 66 PIPELINE LLC / OGG STATION,5171,424710,2025-03-25,2025,424
GA0000001327700061,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/06/2018,12/22/2022,MIN,OPR,GA,CHICKASHA OF GEORGIA,0723,311225,2022-12-22,2022,311
ND0000003809300034,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/11/2013,12/22/2020,MIN,OPR,ND,"GOODRICH CORPORATION - GOODRICH CARGO SYSTEMS, INTERIORS",3728,336413,2020-12-22,2020,336
OK0000004010300011,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/01/2019,07/02/2019,MIN,OPR,OK,MUSTANG GAS PRODUCTS LLC / NORTH BILLINGS COMPRESSOR STATION,1311,211130,2019-07-02,2019,211
NY0000003133000049,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/01/2021,02/01/2021,SMI,OPR,NY,THALLE FISHKILL QUARRY,1423,212313 212321,2021-02-01,2021,212
NC0000003709200409,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/27/2026,02/27/2026,MIN,OPR,NC,WAKE STONE CORPORATION - TRIANGLE QUARRY,1423,212313,2026-02-27,2026,212
MN0000002715700023,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/26/2024,01/27/2026,MIN,OPR,MN,VALLEY CRAFT INDUSTRIES INC,NA,332999 337214,2026-01-27,2026,332
PA000243961,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/18/2025,02/11/2026,MIN,OPR,PA,PA DEPT OF CORR/ROCKVIEW SCI,9223,922140,2026-02-11,2026,922
NCMEC0381,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/15/2007,02/10/2025,MIN,OPR,NC,INTERNATIONAL PAPER COMPANY,2653,322211,2025-02-10,2025,322
NC0000003703200059,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,HEIDLEBERG MATERIALS SOUTHEAST AGG LLC - ROUGEMONT,1423,212313,2018-11-13,2018,212
TN0000004707300076,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/29/2022,07/29/2022,SMI,OPR,TN,MUNDET TENNESSEE INC.,2754,323111,2022-07-29,2022,323
OH0000000857041930,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,10/19/2014,01/20/2022,MIN,OPR,OH,"DAYTON CLUTCH & JOINT, INC.",NA,336322,2022-01-20,2022,336
MI00000000000B2357,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/15/2018,02/14/2019,MIN,OPR,MI,HOLLAND WWTP,NA,221112,2019-02-14,2019,221
PR0000007213500022,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/19/2014,08/05/2019,MIN,OPR,PR,TOA ALTA DRY CLEANERS,7216,812320,2019-08-05,2019,812
MN0000002705300477,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/21/2014,12/30/2025,SMI,OPR,MN,MACTAC,NA,322220,2025-12-30,2025,322
OH0000001431071872,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,05/12/2010,02/11/2020,MIN,OPR,OH,MUDDY CREEK WWTP,NA,221320,2020-02-11,2020,221
OH0000001576000096,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,10/19/2014,02/25/2021,MIN,OPR,OH,"PCC AIRFOILS, LLC",NA,336412,2021-02-25,2021,336
ND0000003877700100,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,03/13/2010,12/22/2020,SMI,OPR,ND,NORTHERN IMPROVEMENT COMPANY - PLANT 40-120,2951,324121,2020-12-22,2020,324
CT0000000900508853,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/25/2018,08/29/2019,MIN,OPR,CT,ALBEA METAL AMERICAS INC.,3469,339993,2019-08-29,2019,339
TN0000004711900066,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/26/2019,08/27/2019,SMI,OPR,TN,"AMERICAN REDI-BILT, INC. DBA CATAMARAN CRUISERS",3732,336612,2019-08-27,2019,336
NC0000003709000168,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/09/2018,08/09/2018,SMI,OPR,NC,"CAROLINA WOOD PRODUCTS OF MARSHVILLE, INC.",2448,321920,2018-08-09,2018,321
IL000031600AWX,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/25/2019,09/25/2019,MIN,OPR,IL,JOHN H STROGER JR HOSPITAL OF COOK CO,8062,622110,2019-09-25,2019,622
PA000515693,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/14/2018,02/25/2026,SMI,OPR,PA,PA DPW/WARREN STATE HOSP,8063,622210,2026-02-25,2026,622
OK0000004007300012,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/15/2019,07/19/2019,MIN,OPR,OK,MUSTANG GAS PRODUCTS LLC / SNOW COMPRESSOR STATION,1311,211130,2019-07-19,2019,211
NC0000003701800493,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/18/2023,08/18/2023,MIN,OPR,NC,SYNTHETICS FINISHING LONGVIEW,2262 2295,313320,2023-08-18,2023,313
NC0000003702300051,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/18/2023,08/18/2023,MIN,OPR,NC,ATRIUM HEALTH CLEVELAND,8062,622110,2023-08-18,2023,622
MS0000002807500105,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/27/2020,10/27/2020,MIN,OPR,MS,"WASTE MANAGEMENT OF MISSISSIPPI INC, PINE RIDGE SANITARY LANDFILL AND RECYCLING",NA,562212,2020-10-27,2020,562
PA000478194,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/14/2024,02/27/2026,SMI,OPR,PA,SUNOCO MIDSTREAM LLC/ALTOONA,5171,424710,2026-02-27,2026,424
NC0000003709200367,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,SOUTHERN EQUIPMENT CO. - RALEIGH PLANT #4,3273,327320,2018-11-13,2018,327
NC0000003707600263,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/25/2023,08/25/2023,SMI,OPR,NC,"APAC-ATLANTIC, INC. - PLANT # 9",2951,324121,2023-08-25,2023,324
NC0000003703900072,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/06/2023,01/06/2023,SMI,OPR,NC,"ALTEC INDUSTRIES, INC. - CREEDMOOR FACILITY",3713,336211,2023-01-06,2023,336
OH0000000285020076,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/10/2021,09/10/2021,MIN,OPR,OH,URBAN RENEWALS II,NA,322130,2021-09-10,2021,322
OH0000001318006087,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,04/30/2018,02/25/2021,MIN,OPR,OH,"CUSTOM CLUTCH, JOINT & HYDRAULICS INC.",NA,336322,2021-02-25,2021,336
OH0000001318007147,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,12/30/2005,02/25/2021,MIN,OPR,OH,FBC CHEMICAL CORP. ALCM DIVISION,NA,324122,2021-02-25,2021,324
OK0000004008300008,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/18/2018,07/24/2018,SMI,OPR,OK,PHILLIPS 66 PIPELINE LLC / ORLANDO STATION,4612,486110,2018-07-24,2018,486
TN0000004700900176,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/23/2018,05/30/2018,SMI,OPR,TN,"FLEX-N-GATE ROCKFORD, INC",3089,326199,2018-05-30,2018,326
OK0000004011900013,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/04/2020,02/12/2020,MIN,OPR,OK,DUFFY DRY CLEAN CITY LLC DBA DRY CLEAN  / 2203 W 6TH DRY CLEAN CITY,7216,812320,2020-02-12,2020,812
NY0000002610401298,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/05/2024,08/05/2024,MIN,OPR,NY,WYCKOFF HEIGHTS MEDICAL CENTER,8062,622110,2024-08-05,2024,622
NC0000003708000170,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/30/2021,09/30/2021,MIN,OPR,NC,"PINNACLE CORRUGATED, LLC",2653,322211,2021-09-30,2021,322
NC0000003706500087,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,KINDER MORGAN WILMINGTON TERMINALS - RIVER ROAD,4226,493110,2018-11-13,2018,493
OH0000001576000074,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/04/2018,03/08/2021,MIN,OPR,OH,HEIDELBERG MATERIALS US CEMENT LLC,NA,327992,2021-03-08,2021,327
GA0000001324500059,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,11/04/2015,09/30/2022,MIN,OPR,GA,DEPT. OF VETERAN'S AFFAIRS - CHARLIE NORWOOD VA MEDICAL CENTER DOWNTOWN DIVISIO,8062,622110,2022-09-30,2022,622
PA000493321,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/13/2016,02/25/2026,SMI,OPR,PA,SEALED AIR CORP/MODENA,2621,322120,2026-02-25,2026,322
NY0000002600400092,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/03/2019,06/03/2019,SMI,OPR,NY,LINCOLN MEDICAL AND MENTAL HEALTH CENTER,8063,622110,2019-06-03,2019,622
NC0000003706500013,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,ERGON ASPHALT PARTNERS LP - WILMINGTON NC,5169,425120,2018-11-13,2018,425
OH0000001431340460,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/26/2015,03/10/2021,SMI,OPR,OH,B-WAY CORPORATION,NA,332431,2021-03-10,2021,332
PA000242188,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/29/2016,02/25/2026,SMI,OPR,PA,HIGHLAND TANK LLC/RAPHO,3443,332313,2026-02-25,2026,332
IL000029010AAK,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/29/2020,09/29/2020,MIN,OPR,IL,EASTERN ILLINOIS UNIVERSITY,8221,611310,2020-09-29,2020,611
PA000466853,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/11/2023,02/25/2026,SMI,OPR,PA,TEXAS EASTERN TRANS LP/GRANTVILLE,4922,486210,2026-02-25,2026,486
GA0000001332100004,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,06/04/2018,08/12/2022,MIN,OPR,GA,CRISP COUNTY POWER COMMISSION,4911,221112,2022-08-12,2022,221
NC0000003709200481,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,HEIDELBERG MATERIALS SOUTHEAST AGG LLC- HOLLY SPRINGS QUARRY,1423,212313,2018-11-13,2018,212
MS0000002804300030,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/18/2021,02/18/2021,MIN,OPR,MS,"MODINE GRENADA LLC, CCP AND LAL FACILITIES",NA,333415,2021-02-18,2021,333
KS0000002000100019,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/01/2020,09/01/2020,SMI,OPR,KS,IOLA MUN. POWER PLANT #2 (AIR),4911,221112,2020-09-01,2020,221
OH0000000145020224,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,10/19/2014,02/19/2021,MIN,OPR,OH,BOEING GUIDANCE REPAIR CENTER,NA,928110,2021-02-19,2021,928
NC0000003704500150,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/12/2022,08/12/2022,MIN,OPR,NC,"HENDERSON COUNTY HOSPITAL CORPORATION, MARGARET R. PARDEE HO",8062,622110,2022-08-12,2022,622
PA000467490,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/29/2024,02/25/2026,SMI,OPR,PA,TEXAS EASTERN TRANS LP/BECHTELSVILLE,4922,486210,2026-02-25,2026,486
PA000512925,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,10/05/2016,02/25/2026,SMI,OPR,PA,PARKER HANNIFIN/CLARK FILTER W HEMPFIELD,3569,333998,2026-02-25,2026,333
FL0000001209900087,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/14/2018,11/14/2018,SMI,OPR,FL,"RANGER CONSTRUCTION INDUSTRIES, INC.",2951,324121,2018-11-14,2018,324
OK0000004000300024,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/15/2020,05/04/2020,MIN,OPR,OK,TALL OAK MIDCON LLC / EAGLE CHIEF GAS PLANT,1321,211130,2020-05-04,2020,211
OH0000000448002033,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,10/19/2014,02/19/2021,MIN,OPR,OH,"RIMER ENTERPRISES, INC.",NA,331512,2021-02-19,2021,331
NC0000003701000055,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/02/2019,12/02/2019,MIN,OPR,NC,"APRINNOVA, LLC",2869,325998,2019-12-02,2019,325
NC0000003708600090,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/10/2021,12/10/2021,MIN,OPR,NC,SHENANDOAH FURNITURE INC.,2512,337121,2021-12-10,2021,337
NC0000003709200219,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,HEIDELBERG MATERIALS SOUTHEAST AGG LLC - CRABTREE QUARRY,1442,212321,2018-11-13,2018,212
OH0000001318203249,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,11/26/2000,02/11/2020,MIN,OPR,OH,CITY OF EUCLID - SLUDGE INCINERATORS,NA,562212,2020-02-11,2020,562
PA0002467,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,02/25/2026,02/25/2026,SMI,OPR,PA,HENRY CO/KIMBERTON PLT,2952,324122,2026-02-25,2026,324
NC0000003707600015,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/30/2018,04/30/2018,SMI,OPR,NC,BOSSONG HOSIERY MILLS INC,2252 2259,315111 315120,2018-04-30,2018,315
NC0000003707800004,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,BFT LUMBERTON OPS CORP.,2611,322110,2018-11-13,2018,322
MS0000002809500029,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/28/2021,05/28/2021,MIN,OPR,MS,"ENTERPRISE REFINED PRODUCTS COMPANY LLC, ENTERPRISE ABERDEEN TERMINAL",NA,424710,2021-05-28,2021,424
IA0000001911100152,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/18/2022,06/11/2024,SMI,OPR,IA,BAGCRAFT/PAPERCON,2671,322220,2024-06-11,2024,322
MI00000000000A5937,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/05/2026,02/05/2026,SMI,OPR,MI,HOWARD MILLER COMPANY,NA,321999,2026-02-05,2026,321
PA000510921,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,05/19/2021,08/04/2021,SMI,OPR,PA,ALLEGHENY WOOD PROD INTL INC/MARBLE,2421,321113,2021-08-04,2021,321
NC0000003707400204,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,"PITT COUNTY MEMORIAL HOSPITAL, INCORPORATED",8062,622110,2018-11-13,2018,622
IL000031600BSM,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/25/2019,09/25/2019,SMI,OPR,IL,PACE INDUSTRIES INC,2434,337110,2019-09-25,2019,337
IL000031600FHS,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,09/25/2019,09/25/2019,MIN,OPR,IL,RUSH UNIVERSITY MEDICAL CENTER,8062,622110,2019-09-25,2019,622
SC00024400109,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/01/2021,02/02/2022,MIN,OPR,SC,HARRELL INDUSTRIES INC,NA,325411 325998,2022-02-02,2022,325
NC0000003709800071,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,HEIDELBERG MATERIALS SOUTHEAST AGG LLC - NEVERSON QUARRY,1423,212313,2018-11-13,2018,212
WASPC0005306300091,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/01/2022,07/05/2022,SMI,OPR,WA,"MELCHER MANUFACTURING COMPANY, INC",3089,326199,2022-07-05,2022,326
NC0000003704100748,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,SMI,OPR,NC,"RESCO PRODUCTS, INC.",3255,327120,2018-11-13,2018,327
NY0000008443200041,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/08/2026,01/08/2026,SMI,OPR,NY,COLUMBIA GAS DUNDEE COMPRESSOR STATION,4922,486210,2026-01-08,2026,486
NC0000003703900074,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/27/2026,02/27/2026,MIN,OPR,NC,SUNROCK INDUSTRIES LLC - BUTNER QUARRY,1429,212319,2026-02-27,2026,212
ID0000001600700008,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/05/2025,12/10/2025,MIN,OPR,ID,NORTHWEST PIPELINE LLC SODA SPRINGS,4922,486210,2025-12-10,2025,486
SC00013600032,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/01/2025,03/03/2025,SMI,OPR,SC,"ATHENA SURFACES, LLC",NA,326191,2025-03-03,2025,326
AK0000000210000005,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,04/17/2018,02/25/2020,SMI,OPR,AK,ALASKA POWER & TELEPHONE / SKAGWAY POWER GENERATING STATION,NA,221122,2020-02-25,2020,221
AK0000000210000005,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/17/2018,02/18/2021,SMI,OPR,AK,ALASKA POWER & TELEPHONE / SKAGWAY POWER GENERATING STATION,NA,221122,2021-02-18,2021,221
NC0000003704300081,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/12/2025,12/12/2025,MIN,OPR,NC,HEIDELBERG MATERIALS SOUTHEAST AGG LLC - SENTER PLANT,1442,212321,2025-12-12,2025,212
NY0000005094200034,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,08/25/2025,08/25/2025,SMI,OPR,NY,PLATTSBURGH QUARRY,2951,212312,2025-08-25,2025,212
NC0000003703300006,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,HEIDELBERG MATERIALS SOUTHEAST AGG LLC - ROCKY MOUNT,1429,212319,2018-11-13,2018,212
TN0000004713100012,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/15/2017,08/17/2018,SMI,OPR,TN,TITAN TIRE CORPORATION OF UNION CITY,3011,326211,2018-08-17,2018,326
IL000031102AAE,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,07/31/2024,07/31/2024,MIN,OPR,IL,SIGNODE INDUSTRIAL GROUP LLC,3316,331221,2024-07-31,2024,331
NY0000003554200029,CAANESH,National Emission Standards for Hazardous Air Pollutants (40 CFR Part 61),CLS,Permanently Closed,10/20/2014,01/26/2024,MIN,OPR,NY,OSSINING WASTEWATER TREATMENT PLANT,4952,221320,2024-01-26,2024,221
NY0000006304400023,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,03/03/2019,03/03/2019,MIN,OPR,NY,BUCKEYE MARCY EAST TERMINAL,4226 5171,424710 493190,2019-03-03,2019,424
NC0000003700400030,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,02/13/2026,02/13/2026,MIN,OPR,NC,COLUMBUS MCKINNON CORP - WADESBORO OPERATIONS,3536,333923,2026-02-13,2026,333
NY0000003515200100,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,01/06/2025,01/06/2025,SMI,OPR,NY,WALLKILL/SHAWANGUNK CORRECTIONAL FACILITY,9223,922140,2025-01-06,2025,922
NC0000003700100043,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,04/07/2023,04/07/2023,SMI,OPR,NC,"SHAWMUT PARK AVENUE, LLC",2262 2299,313311,2023-04-07,2023,313
NC0000003707700029,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,11/13/2018,11/13/2018,MIN,OPR,NC,PERDUE FARMS INC - ROCKINGHAM,2015,311615,2018-11-13,2018,311
NY0000001472801898,CAAMACT,MACT Standards (40 CFR Part 63),CLS,Permanently Closed,12/08/2025,12/08/2025,SMI,OPR,NY,NHS U.S. LLC PROPERTY,2833,325412,2025-12-08,2025,325
